OBJECTID,Vision_PID,GISID,F10D_ID,Map,Block,Lot,St_Num,Street,Location,Land_Val,Build_Val,Total_Val,Zone,Room_Cnt,Build_SF,Sale_Price,Sale_Date,Year_Built,Land_Area,Build_Styl,Bath_Cnt,Exempt_Val,Bed_Cnt,Tax_Total,LU_CODE,LU_DESC4
2875,2363,28-51,1028051000,     28,     51,,290,ALFRED ST,290 ALFRED ST,57400,117300,174700,R2,9,1852,154500,38561,1950,16117,2 Unit,2,26000,3,148700,1040,TWO FAMILY  MDL-03
2876,2364,28-52,1028052000,     28,     52,,315,ALFRED ST,315 ALFRED ST,56600,132600,189200,OR,6,1184,0,37383,1950,15246,Cape,1,20000,2,169200,1010,SINGLE FAM  MDL-01
2877,119459,28-53,1028053000,     28,     53,,317,ALFRED ST,317 ALFRED ST,0,0,0,,,0,200000,38617,1890,0,Condominium,,0,,0,995,CONDO MAIN
2878,2366,28-53-1,1028053001,     28,     53,      1,2,DENTAL AVE,2 DENTAL AVE,58700,189700,248400,OR,,3427,250000,43188,1976,8712,Office Bldg,,0,,248400,3400,OFFICE BLD  MDL-94
2879,119457,28-53,1028053002,     28,     53,      2,317,ALFRED ST,317 ALFRED ST #101,70000,76200,146200,OR,5,1342,191000,38896,1890,7405,Condominium,,20000,2,126200,1020,CONDO  MDL-05
2880,119458,28-53,1028053003,     28,     53,      3,317,ALFRED ST,317 ALFRED ST #201,70000,68100,138100,OR,4,1262,135000,42258,1890,7405,Condominium,,0,2,138100,1020,CONDO  MDL-05
2881,2367,28-54,1028054000,     28,     54,,325,ALFRED ST,325 ALFRED ST,61600,125600,187200,OR,7,1714,0,43021,1939,26136,Colonial,1,0,3,187200,1010,SINGLE FAM  MDL-01
2882,2368,28-55,1028055000,     28,     55,,335,ALFRED ST,335 ALFRED ST,551700,1084900,1636600,B2,,14588,0,39173,2006,69696,Store,,0,,1636600,3220,STORE/SHOP  MDL-94
2883,2369,28-56,1028056000,     28,     56,,345,ALFRED ST,345 ALFRED ST,313000,0,313000,B2,,0,0,38884,0,10580,Vacant Land,,0,,313000,322A,COMM BLDG  MDL-00
2884,2370,28-57,1028057000,     28,     57,,349,ALFRED ST,349 ALFRED ST,400900,569000,969900,B2,,3866,947000,36991,1986,48787,Fast Food Rest,,0,,969900,3260,REST/CLUBS  MDL-94
2885,2371,28-58,1028058000,     28,     58,,208,GRAHAM ST,208 GRAHAM ST,69500,1152200,1221700,R2,,21666,2345000,37834,1965,44867,Office Bldg,,0,,1221700,3400,OFFICE BLD  MDL-94
2886,2372,28-59,1028059000,     28,     59,,200,GRAHAM ST,200 GRAHAM ST,56500,25000,81500,R2,,0,2345000,37834,0,26136,,,0,,81500,337V,PARK LOT  MDL-00
2887,2373,28-60,1028060000,     28,     60,,3,SUNSET VIEW,3 SUNSET VIEW,62800,140400,203200,R2,6,1393,201500,41717,1954,10890,Ranch,1,20000,2,183200,1010,SINGLE FAM  MDL-01
2888,2374,28-61,1028061000,     28,     61,,184,GRAHAM ST,184 GRAHAM ST,57800,150300,208100,R2,5,1068,228000,42915,1950,7405,Split-Level,,20000,2,188100,1010,SINGLE FAM  MDL-01
2889,2375,28-62,1028062000,     28,     62,,182,GRAHAM ST,182 GRAHAM ST,57400,101600,159000,R2,6,1092,166000,41052,1950,6970,Cape,1,20000,3,139000,1010,SINGLE FAM  MDL-01
2890,2376,28-63,1028063000,     28,     63,,180,GRAHAM ST,180 GRAHAM ST,56800,169200,226000,R2,7,1700,242000,42566,1954,6534,Colonial,,0,3,226000,1010,SINGLE FAM  MDL-01
2891,2377,28-64,1028064000,     28,     64,,6,SUNSET CIR,6 SUNSET CIR,62800,154600,217400,R2,5,1144,0,38275,1957,10890,Ranch,1,26000,3,191400,1010,SINGLE FAM  MDL-01
2892,2378,28-65,1028065000,     28,     65,,178,GRAHAM ST,178 GRAHAM ST,62000,170500,232500,R2,11,2629,0,32989,1948,10019,2 Unit,2,20000,4,212500,1040,TWO FAMILY  MDL-03
2893,2379,28-66,1028066000,     28,     66,,10,DENTAL AVE,10 DENTAL AVE,57800,122700,180500,R2,5,1144,0,,1954,7405,Ranch,1.5,26000,3,154500,1010,SINGLE FAM  MDL-01
2894,2380,28-67,1028067000,     28,     67,,6,DENTAL AVE,6 DENTAL AVE,57800,106500,164300,R2,9,2400,210000,43260,1920,7405,2 Unit,2,0,4,164300,1040,TWO FAMILY  MDL-03
2895,2381,28-68,1028068000,     28,     68,,1,DENTAL AVE,1 DENTAL AVE,62800,113300,176100,R2,5,1080,199700,42851,1953,10890,Ranch,1,0,3,176100,1010,SINGLE FAM  MDL-01
2896,2382,28-69,1028069000,     28,     69,,3,DENTAL AVE,3 DENTAL AVE,56300,115800,172100,R2,6,1434,0,38343,1950,6098,Cape,1.5,26000,4,146100,1010,SINGLE FAM  MDL-01
2897,2383,28-70,1028070000,     28,     70,,176,GRAHAM ST,176 GRAHAM ST,56300,110900,167200,R2,5,1000,0,42615,1950,6098,Ranch,1,0,2,167200,1010,SINGLE FAM  MDL-01
2898,2384,28-71,1028071000,     28,     71,,174,GRAHAM ST,174 GRAHAM ST,62800,112500,175300,R2,7,1430,172500,41775,1949,10890,Cape,1,26000,4,149300,1010,SINGLE FAM  MDL-01
2899,2385,28-72,1028072000,     28,     72,,170,GRAHAM ST,170 GRAHAM ST,69100,177100,246200,R2,12,2784,265000,37918,1900,17860,3 Unit,3,20000,5,226200,1050,THREE FAM  MDL-03
2900,2386,28-72-1,1028072001,     28,     72,      1,295,ALFRED ST,295 ALFRED ST,54000,0,54000,OR,,0,0,42642,0,24829,Vacant Land,,0,,54000,1300,RES ACLNDV  MDL-00
2901,2387,28-72-2,1028072002,     28,     72,      2,311,ALFRED ST,311 ALFRED ST,60900,186600,247500,OR,,2736,275000,43069,1977,12632,Office Bldg,,0,,247500,3420,PROF BLDG
2902,2388,28-73,1028073000,     28,     73,,273,ALFRED ST,273 ALFRED ST,63600,202500,266100,R2,,3605,225000,38120,1914,10890,Res Apt,,0,5,266100,1111,FIVE UNITS
2903,2389,28-74,1028074000,     28,     74,,277,ALFRED ST,277 ALFRED ST,81500,250000,331500,R2,,4113,0,42263,1900,12197,Res Apt,,0,5,331500,1110,RES APT 4 +
2904,2390,28-75,1028075000,     28,     75,,281,ALFRED ST,281 ALFRED ST,79000,207700,286700,R2,19,4834,0,40917,1923,10019,Res Apt,4,20000,9,266700,1110,RES APT 4 +
2905,2391,28-76,1028076000,     28,     76,,287,ALFRED ST,287 ALFRED ST,49700,120300,170000,R2,6,1517,179000,40318,1910,7841,Conventional,1.5,0,2,170000,1010,SINGLE FAM  MDL-01
2906,2392,28-77,1028077000,     28,     77,,32,RAY ST,32 RAY ST,56800,100400,157200,R2,6,1195,101500,37036,1890,6534,Conventional,1,26000,3,131200,1010,SINGLE FAM  MDL-01
2907,2393,28-78,1028078000,     28,     78,,30,RAY ST,30 RAY ST,63400,103100,166500,R2,6,1237,89500,35948,1890,11658,Conventional,1,20000,3,146500,1010,SINGLE FAM  MDL-01
2908,2394,28-78-1,1028078001,     28,     78,      1,22,RAY ST,22 RAY ST,55300,132500,187800,R2,11,2124,108000,36280,1940,5227,2 Unit,2,0,5,187800,1040,TWO FAMILY  MDL-03
2909,2395,28-79,1028079000,     28,     79,,20,RAY ST,20 RAY ST,61300,163500,224800,R2,13,2678,0,27712,1900,9583,3 Unit,3,20000,5,204800,1050,THREE FAM  MDL-03
2910,2396,28-80,1028080000,     28,     80,,16,RAY ST,16 RAY ST,55300,110600,165900,R2,6,1404,174400,39059,1944,5227,Cape,1.5,20000,3,145900,1010,SINGLE FAM  MDL-01
2911,2397,28-81,1028081000,     28,     81,,15,RAY ST,15 RAY ST,59900,104300,164200,R2,9,1420,115000,40801,1900,8712,2 Unit,2,0,3,164200,1040,TWO FAMILY  MDL-03
2912,2398,28-81-1,1028081001,     28,     81,      1,13,RAY ST,13 RAY ST,56100,124100,180200,R2,7,1350,0,28263,1943,5925,Conventional,1.5,20000,4,160200,1010,SINGLE FAM  MDL-01
2913,2399,28-82,1028082000,     28,     82,,1,VICTORY AVE,1 VICTORY AVE,61300,179000,240300,R2,10,1896,233000,42809,1940,9583,Conventional,2,20000,3,220300,1010,SINGLE FAM  MDL-01
2914,2400,28-83,1028083000,     28,     83,,5,VICTORY AVE,5 VICTORY AVE,54700,93400,148100,R2,6,1254,114000,42030,1941,4792,Cape,1,0,2,148100,1010,SINGLE FAM  MDL-01
2915,2401,28-84,1028084000,     28,     84,,7,VICTORY AVE,7 VICTORY AVE,55300,89000,144300,R2,6,1494,0,39260,1941,5227,Cape,1,20000,3,124300,1010,SINGLE FAM  MDL-01
2916,2402,28-85,1028085000,     28,     85,,9,VICTORY AVE,9 VICTORY AVE,55300,112900,168200,R2,5,1200,146000,42933,1951,5227,Conventional,1,0,3,168200,1010,SINGLE FAM  MDL-01
2917,2403,28-86,1028086000,     28,     86,,15,VICTORY AVE,15 VICTORY AVE,65800,65900,131700,R2,4,710,69000,36306,1930,14375,Ranch,1,20000,2,111700,1010,SINGLE FAM  MDL-01
2918,2404,28-87,1028087000,     28,     87,,19,VICTORY AVE,19 VICTORY AVE,68300,175600,243900,R2,14,3232,249750,43028,1947,4792,3 Unit,3,0,8,243900,1050,THREE FAM  MDL-03
2919,2405,28-88,1028088000,     28,     88,,21,RAY ST,21 RAY ST,55300,143700,199000,R2,11,2374,210800,42978,1940,5227,3 Unit,3,0,5,199000,1050,THREE FAM  MDL-03
2920,2406,28-89,1028089000,     28,     89,,27,RAY ST,27 RAY ST,71700,145700,217400,R2,10,1869,260000,38901,1900,21780,2 Unit,2,20000,5,197400,1040,TWO FAMILY  MDL-03
2921,2407,28-89-1,1028089001,     28,     89,      1,25,RAY ST,25 RAY ST,58500,196800,255300,R2,10,2444,0,31889,1979,7841,Colonial,3.5,26000,5,229300,1011,SF (W/ APT)  MDL-01
2922,2408,28-90,1028090000,     28,     90,,29,RAY ST,29-31 RAY ST,67500,146000,213500,R2,12,2772,0,37007,1939,16117,2 Unit,2,0,5,213500,1040,TWO FAMILY  MDL-03
2923,2409,28-91,1028091000,     28,     91,,35,RAY ST,35 RAY ST,56300,102900,159200,R2,7,1336,168000,42234,1900,6098,Conventional,1.5,0,3,159200,1010,SINGLE FAM  MDL-01
2924,2410,28-92,1028092000,     28,     92,,37,RAY ST,37 RAY ST,56800,178600,235400,R2,7,2100,0,28047,1991,6534,Colonial,2.5,20000,3,215400,1010,SINGLE FAM  MDL-01
2925,2411,28-93,1028093000,     28,     93,,39,RAY ST,39 RAY ST,57400,138900,196300,R2,8,2020,0,,1939,6970,2 Unit,2.5,20000,4,176300,1040,TWO FAMILY  MDL-03
2926,2412,28-94,1028094000,     28,     94,,289,ALFRED ST,289 ALFRED ST,49700,118400,168100,OR,7,1702,110000,41138,1931,7841,Colonial,1.5,20000,3,148100,1010,SINGLE FAM  MDL-01
2927,2413,28-95,1028095000,     28,     95,,291,ALFRED ST,291 ALFRED ST,87800,261700,349500,OR,,5625,215000,42601,1840,16988,Office Bldg,,0,,349500,3400,OFFICE BLD  MDL-94
2928,2414,28-97,1028097000,     28,     97,,5,HERRING AVE,5 HERRING AVE,65800,145400,211200,R2,15,3028,1,32680,1910,14375,3 Unit,5,20000,6,191200,1050,THREE FAM  MDL-03
2929,2415,28-98,1028098000,     28,     98,,9,HERRING AVE,9 HERRING AVE,63200,111500,174700,R2,8,1786,0,33757,1890,11326,Conventional,1,20000,5,154700,1010,SINGLE FAM  MDL-01
2930,2416,28-99,1028099000,     28,     99,,11,HERRING AVE,11 HERRING AVE,64500,161100,225600,R2,6,2171,0,,1966,12792,Cape,,26000,3,199600,1010,SINGLE FAM  MDL-01
2931,2417,28-100,1028100000,     28,    100,,19,HERRING AVE,19 HERRING AVE,87300,125400,212700,R2,14,2897,0,42691,1890,18731,3 Unit,3,0,5,212700,1050,THREE FAM  MDL-03
2932,2418,28-101,1028101000,     28,    101,,20,HERRING AVE,20 HERRING AVE,62400,148400,210800,R2,13,2985,0,39394,1900,10454,2 Unit,3.5,0,8,210800,1040,TWO FAMILY  MDL-03
2933,2419,28-102,1028102000,     28,    102,,12,HERRING AVE,12 HERRING AVE,57800,146700,204500,R2,7,2293,0,,1900,7405,Conventional,2,26000,5,178500,1010,SINGLE FAM  MDL-01
2934,2420,28-103,1028103000,     28,    103,,10,HERRING AVE,10 HERRING AVE,61300,143000,204300,R2,9,2104,285000,38894,1939,9583,Colonial,2,20000,4,184300,1011,SF (W/ APT)  MDL-01
2935,2421,28-104,1028104000,     28,    104,,4,HERRING AVE,4 HERRING AVE,61300,100900,162200,R2,6,1353,215000,39353,1945,9583,Cape,1,20000,3,142200,1010,SINGLE FAM  MDL-01
2936,2423,28-105,1028105000,     28,    105,,165,GRAHAM ST,165 GRAHAM ST,68700,133200,201900,R2,10,3224,170900,37537,1900,17424,2 Unit,2,20000,4,181900,1040,TWO FAMILY  MDL-03
2937,2424,28-106,1028106000,     28,    106,,169,GRAHAM ST,169 GRAHAM ST,55300,116900,172200,R2,7,1608,0,39576,1890,5227,Conventional,1.5,20000,3,152200,1010,SINGLE FAM  MDL-01
2938,2425,28-107,1028107000,     28,    107,,171,GRAHAM ST,171 GRAHAM ST,56300,85700,142000,R2,,1436,86000,35348,1936,5663,Store,,0,,142000,3220,STORE/SHOP  MDL-94
2939,2426,28-108,1028108000,     28,    108,,5,HARDING ST,5 HARDING ST,60600,126200,186800,R2,10,2240,0,30190,1935,9148,2 Unit,2,0,5,186800,1040,TWO FAMILY  MDL-03
2940,2427,28-109,1028109000,     28,    109,,17,HARDING ST,17 HARDING ST,91000,239000,330000,R2,16,4194,294000,37683,1940,9148,Res Apt,4,20000,5,310000,1110,RES APT 4 +
2941,2428,28-110,1028110000,     28,    110,,19,HARDING ST,19 HARDING ST,57400,88200,145600,R2,8,1903,500,36153,1938,6970,2 Unit,2,0,4,145600,1040,TWO FAMILY  MDL-03
2942,2429,28-111,1028111000,     28,    111,,23,HARDING ST,23 HARDING ST,58500,125100,183600,R2,5,1622,213500,41859,1945,7841,Conventional,1,20000,3,163600,1010,SINGLE FAM  MDL-01
2943,2430,28-112,1028112000,     28,    112,,25,HARDING ST,25 HARDING ST,59300,113600,172900,R2,7,1321,119000,36630,1920,8276,Bungalow,2,20000,3,152900,1010,SINGLE FAM  MDL-01
2944,2431,28-113,1028113000,     28,    113,,29,HARDING ST,29 HARDING ST,57400,104000,161400,R2,6,1165,0,31873,1954,6970,Cape,1,20000,3,141400,1010,SINGLE FAM  MDL-01
2945,2432,28-114,1028114000,     28,    114,,35,HARDING ST,35 HARDING ST,57800,108700,166500,R2,6,960,0,31882,1954,7405,Ranch,1,20000,3,146500,1010,SINGLE FAM  MDL-01
2946,2433,28-115,1028115000,     28,    115,,39,HARDING ST,39 HARDING ST,57800,108800,166600,R2,5,1080,144000,40968,1953,7405,Ranch,1,0,3,166600,1010,SINGLE FAM  MDL-01
2947,2434,28-116,1028116000,     28,    116,,49,HARDING ST,49 HARDING ST,59300,109300,168600,R2,5,1569,0,28496,1939,8276,Conventional,2,26000,2,142600,1010,SINGLE FAM  MDL-01
2948,2435,28-117,1028117000,     28,    117,,51,HARDING ST,51 HARDING ST,57400,108100,165500,R2,6,1236,90000,37966,1942,6970,Conventional,1,20000,3,145500,1010,SINGLE FAM  MDL-01
2949,2436,28-118,1028118000,     28,    118,,53,HARDING ST,53 HARDING ST,59300,110500,169800,R2,6,1295,0,42549,1943,8276,Conventional,1,20000,4,149800,1010,SINGLE FAM  MDL-01
2950,2437,28-119,1028119000,     28,    119,,55,HARDING ST,55 HARDING ST,57400,104100,161500,R2,6,1238,166500,40470,1952,6970,Cape,1,20000,4,141500,1010,SINGLE FAM  MDL-01
2951,2438,28-120,1028120000,     28,    120,,57,HARDING ST,57 HARDING ST,57400,129200,186600,R2,5,1591,0,40652,1955,6970,Cape,2,20000,3,166600,1010,SINGLE FAM  MDL-01
2952,2439,28-121,1028121000,     28,    121,,59,HARDING ST,59 HARDING ST,54000,105000,159000,R2,6,1238,175000,42641,1955,4356,Cape,1,0,3,159000,1010,SINGLE FAM  MDL-01
2953,2440,28-122,1028122000,     28,    122,,61,HARDING ST,61 HARDING ST,53300,99400,152700,R2,7,1254,0,29742,1961,3920,Cape,1,20000,4,132700,1010,SINGLE FAM  MDL-01
2954,2441,28-123,1028123000,     28,    123,,152,PROSPECT ST,152 PROSPECT ST,56800,173600,230400,R2,11,2506,145000,42506,1880,6534,Conventional,2,20000,5,210400,1010,SINGLE FAM  MDL-01
2955,2442,28-124,1028124000,     28,    124,,148,PROSPECT ST,148 PROSPECT ST,57800,94800,152600,R2,6,1274,135000,37569,1956,7405,Cape,1.5,20000,4,132600,1010,SINGLE FAM  MDL-01
2956,2443,28-125,1028125000,     28,    125,,34,HERRING AVE,34 HERRING AVE,57800,129200,187000,R2,6,1344,216000,39213,1953,7405,Cape,1.5,20000,3,167000,1010,SINGLE FAM  MDL-01
2957,2444,28-126,1028126000,     28,    126,,32,HERRING AVE,32 HERRING AVE,57800,103600,161400,R2,5,1128,191500,42901,1956,7405,Cape,1,0,2,161400,1010,SINGLE FAM  MDL-01
2958,2445,28-127,1028127000,     28,    127,,30,HERRING AVE,30 HERRING AVE,57800,132900,190700,R2,5,1638,226000,43007,1958,7405,Cape,2,0,3,190700,1010,SINGLE FAM  MDL-01
2959,2446,28-128,1028128000,     28,    128,,28,HERRING AVE,28 HERRING AVE,57800,100400,158200,R2,5,1064,185350,38883,1955,7405,Ranch,1,0,3,158200,1010,SINGLE FAM  MDL-01
2960,2447,28-129,1028129000,     28,    129,,26,HERRING AVE,26 HERRING AVE,57800,110100,167900,R2,5,1025,185000,43026,1958,7405,Ranch,1,26000,3,141900,1010,SINGLE FAM  MDL-01
2961,2448,28-130,1028130000,     28,    130,,24,HERRING AVE,24 HERRING AVE,57800,96900,154700,R2,5,1025,175000,40074,1959,7405,Ranch,1,20000,3,134700,1010,SINGLE FAM  MDL-01
2962,2449,28-131,1028131000,     28,    131,,23,HERRING AVE,23 HERRING AVE,60600,105000,165600,R2,5,1036,83000,33893,1953,9148,Ranch,1,20000,3,145600,1010,SINGLE FAM  MDL-01
2963,2450,28-132,1028132000,     28,    132,,25,HERRING AVE,25 HERRING AVE,57400,102500,159900,R2,5,1036,0,,1955,6970,Ranch,1,26000,2,133900,1010,SINGLE FAM  MDL-01
2964,2451,28-133,1028133000,     28,    133,,27,HERRING AVE,27 HERRING AVE,57800,116900,174700,R2,5,1036,190000,42937,1957,7405,Ranch,1,0,3,174700,1010,SINGLE FAM  MDL-01
2965,2452,28-134,1028134000,     28,    134,,29,HERRING AVE,29 HERRING AVE,57800,100700,158500,R2,5,1036,167500,42639,1957,7405,Ranch,1,0,3,158500,1010,SINGLE FAM  MDL-01
2966,2453,28-135,1028135000,     28,    135,,31,HERRING AVE,31 HERRING AVE,57800,113500,171300,R2,5,1008,195000,43249,1955,7405,Ranch,1,0,3,171300,1010,SINGLE FAM  MDL-01
2967,2454,28-136,1028136000,     28,    136,,142,PROSPECT ST,142 PROSPECT ST,66500,89600,156100,R2,6,1429,166000,41873,1890,15000,Conventional,2,20000,3,136100,1010,SINGLE FAM  MDL-01
2968,2455,28-137,1028137000,     28,    137,,140,PROSPECT ST,140 PROSPECT ST,63200,109100,172300,R2,4,1060,155000,40114,1943,11326,Ranch,1,20000,2,152300,1010,SINGLE FAM  MDL-01
2969,2456,28-138,1028138000,     28,    138,,4,LIBERTY AVE,4 LIBERTY AVE,57400,98300,155700,R2,4,816,164000,40060,1951,6970,Ranch,1,20000,2,135700,1010,SINGLE FAM  MDL-01
2970,2457,28-139,1028139000,     28,    139,,8,LIBERTY AVE,8 LIBERTY AVE,56300,66400,122700,R2,6,971,115000,41348,1928,6098,Conventional,1,0,3,122700,1010,SINGLE FAM  MDL-01
2971,2458,28-140,1028140000,     28,    140,,10,LIBERTY AVE,10 LIBERTY AVE,63200,100300,163500,R2,5,1312,0,39983,1900,11326,Conventional,2,26000,3,137500,1010,SINGLE FAM  MDL-01
2972,2459,28-141,1028141000,     28,    141,,12,LIBERTY AVE,12 LIBERTY AVE,56800,96600,153400,R2,6,1477,0,41950,1935,6534,Conventional,1,0,3,153400,1010,SINGLE FAM  MDL-01
2973,2460,28-142,1028142000,     28,    142,,14,LIBERTY AVE,14 LIBERTY AVE,56800,103900,160700,R2,7,1344,185000,42594,1959,6534,Cape,1,0,3,160700,1010,SINGLE FAM  MDL-01
2974,2461,28-143,1028143000,     28,    143,,15,LIBERTY AVE,15 LIBERTY AVE,56800,94900,151700,R2,5,960,0,38042,1955,6534,Ranch,1,0,3,151700,1010,SINGLE FAM  MDL-01
2975,2462,28-144,1028144000,     28,    144,,9,LIBERTY AVE,9 LIBERTY AVE,64700,84300,149000,R2,10,2248,0,42163,1890,13068,2 Unit,2,0,5,149000,1040,TWO FAMILY  MDL-03
2976,2463,28-145,1028145000,     28,    145,,7,LIBERTY AVE,7 LIBERTY AVE,57400,101900,159300,R2,6,1056,103500,36910,1955,6970,Ranch,1,20000,3,139300,1010,SINGLE FAM  MDL-01
2977,2464,28-146,1028146000,     28,    146,,3,LIBERTY AVE,3 LIBERTY AVE,55800,84500,140300,R2,5,848,180000,38884,1949,5663,Ranch,1,0,2,140300,1010,SINGLE FAM  MDL-01
2978,2465,28-147,1028147000,     28,    147,,136,PROSPECT ST,136 PROSPECT ST,57800,136600,194400,R2,13,2404,0,43014,1923,7405,2 Unit,2,20000,5,174400,1040,TWO FAMILY  MDL-03
2979,2466,28-148,1028148000,     28,    148,,132,PROSPECT ST,132 PROSPECT ST,57800,123200,181000,R2,7,1586,0,40109,1919,7405,Conventional,1.5,20000,3,161000,1010,SINGLE FAM  MDL-01
2980,2467,28-149,1028149000,     28,    149,,60,HARDING ST,60 HARDING ST,64700,114500,179200,R2,8,2048,0,31819,1930,13068,2 Unit,2,26000,5,153200,1040,TWO FAMILY  MDL-03
2981,2468,28-150,1028150000,     28,    150,,56,HARDING ST,56 HARDING ST,62800,103900,166700,R2,9,1792,95000,34932,1939,10890,2 Unit,2,20000,4,146700,1040,TWO FAMILY  MDL-03
2982,2469,28-151,1028151000,     28,    151,,50,HARDING ST,50 HARDING ST,62800,119800,182600,R2,8,1562,0,36911,1937,10890,Conventional,2,20000,5,162600,1010,SINGLE FAM  MDL-01
2983,2470,28-152,1028152000,     28,    152,,44,HARDING ST,44 HARDING ST,65800,137900,203700,R2,7,1505,0,31832,1933,14375,Ranch,1.5,20000,4,183700,1010,SINGLE FAM  MDL-01
2984,2471,28-153,1028153000,     28,    153,,40,HARDING ST,40 HARDING ST,89700,273700,363400,R2,,5130,125000,36573,1920,11326,Res Apt,,0,9,363400,1112,SIX UNIT
2985,2472,28-154,1028154000,     28,    154,,7,GERTRUDE AVE,7 GERTRUDE AVE,65500,174200,239700,R2,18,3912,0,41386,1937,13939,3 Unit,3,26000,5,213700,1050,THREE FAM  MDL-03
2986,2473,28-155,1028155000,     28,    155,,11,GERTRUDE AVE,11 GERTRUDE AVE,68300,136100,204400,R2,11,2670,0,30319,1920,16988,2 Unit,2,20000,4,184400,1040,TWO FAMILY  MDL-03
2987,2474,28-156,1028156000,     28,    156,,13,GERTRUDE AVE,13 GERTRUDE AVE,70600,111900,182500,R2,5,1228,0,39216,1938,19602,Ranch,1,20000,2,162500,1010,SINGLE FAM  MDL-01
2988,2475,28-157,1028157000,     28,    157,,15,GERTRUDE AVE,15 GERTRUDE AVE,62800,107100,169900,R2,6,1404,178000,41850,1949,10890,Cape,1.5,20000,3,149900,1010,SINGLE FAM  MDL-01
2989,2476,28-158,1028158000,     28,    158,,17,GERTRUDE AVE,17 GERTRUDE AVE,62800,168400,231200,R2,10,3114,0,,1948,10890,2 Unit,2,20000,4,211200,1040,TWO FAMILY  MDL-03
2990,2477,28-159,1028159000,     28,    159,,19,GERTRUDE AVE,19 GERTRUDE AVE,58500,92400,150900,R2,6,1092,125000,41698,1945,7841,Cape,1,20000,4,130900,1010,SINGLE FAM  MDL-01
2991,2478,28-160,1028160000,     28,    160,,21,GERTRUDE AVE,21 GERTRUDE AVE,65100,125100,190200,R2,5,1232,0,43035,1972,13504,Ranch,1,0,3,190200,1010,SINGLE FAM  MDL-01
2992,2479,28-161,1028161000,     28,    161,,27,GERTRUDE AVE,27 GERTRUDE AVE,65500,150100,215600,R2,10,2706,0,28048,1940,13939,2 Unit,2,0,5,215600,1040,TWO FAMILY  MDL-03
2993,2480,28-162,1028162000,     28,    162,,33,GERTRUDE AVE,33 GERTRUDE AVE,57400,118700,176100,R2,7,1570,0,43214,1956,6970,Cape,1.5,20000,4,156100,1010,SINGLE FAM  MDL-01
2994,2481,28-163,1028163000,     28,    163,,35,GERTRUDE AVE,35 GERTRUDE AVE,58500,115100,173600,R2,6,1638,187500,42712,1945,7841,Colonial,1,0,3,173600,1010,SINGLE FAM  MDL-01
2995,2482,28-164,1028164000,     28,    164,,33,WEST ST,33 WEST ST,59300,119400,178700,R2,4,1016,144750,41002,1955,8276,Ranch,1,24000,2,154700,1010,SINGLE FAM  MDL-01
2996,2483,28-165,1028165000,     28,    165,,37,WEST ST,37 WEST ST,71700,100900,172600,R2,15,3116,80100,40570,1919,21780,3 Unit,3.5,0,5,172600,1050,THREE FAM  MDL-03
2997,2484,28-166,1028166000,     28,    166,,45,WEST ST,45 WEST ST,644600,238700,883300,R2,,1776,0,10694,1980,228690,Other Municip,,0,,883300,903L,TOWN-PROP  MDL-96
2998,2485,28-167,1028167000,     28,    167,,168,PROSPECT ST,168 PROSPECT ST,127600,480300,607900,R2,,4524,800000,40631,2008,43560,Apartments,,0,,607900,910C,CHARI/BENO  MDL-94
2999,2486,28-168,1028168000,     28,    168,,162,PROSPECT ST,162 PROSPECT ST,62800,101800,164600,R2,5,1565,200500,42521,1900,10890,Conventional,1.5,20000,2,144600,1010,SINGLE FAM  MDL-01
3000,2487,28-168-1,1028168001,     28,    168,      1,160,PROSPECT ST,160 PROSPECT ST,122300,269000,391300,R2,,4320,0,36830,1986,65340,Apartments,,0,,391300,1114,EIGHT UNIT
3001,2488,28-169,1028169000,     28,    169,,62,HARDING ST,62 HARDING ST,63900,124300,188200,R2,5,990,208000,42874,1968,12197,Ranch,2,0,3,188200,1010,SINGLE FAM  MDL-01
3002,2489,28-170,1028170000,     28,    170,,38,HARDING ST,38 HARDING ST,59900,87600,147500,R2,7,1350,132500,40074,1923,8712,Conventional,1,0,4,147500,1010,SINGLE FAM  MDL-01
3003,2490,28-171,1028171000,     28,    171,,30,HARDING ST,30-32 HARDING ST,59900,99900,159800,R2,8,1232,241000,38666,1920,8712,2 Unit,2,0,4,159800,1092,MULTI HSES 2 UNIT
3004,2491,28-172,1028172000,     28,    172,,20,HARDING ST,20 HARDING ST,62800,107000,169800,R2,9,1648,0,31940,1930,10890,2 Unit,2,20000,4,149800,1040,TWO FAMILY  MDL-03
3005,2492,28-173,1028173000,     28,    173,,6,HARDING ST,6 HARDING ST,62800,105000,167800,R2,7,1640,136000,39944,1920,10890,Conventional,2,0,4,167800,1010,SINGLE FAM  MDL-01
3006,2493,28-174,1028174000,     28,    174,,173,GRAHAM ST,173 GRAHAM ST,55800,146700,202500,R2,10,1825,0,42773,1924,5663,Conventional,1.5,20000,4,182500,1010,SINGLE FAM  MDL-01
3007,2494,28-175,1028175000,     28,    175,,175,GRAHAM ST,175 GRAHAM ST,55300,161600,216900,R2,4,1368,16500,36234,2001,5227,Ranch,2,26000,3,190900,1010,SINGLE FAM  MDL-01
3008,2495,28-176,1028176000,     28,    176,,177,GRAHAM ST,177 GRAHAM ST,62800,113400,176200,R2,6,1494,0,30853,1937,10890,Bungalow,1,26000,2,150200,1010,SINGLE FAM  MDL-01
